tree_id,point_count,crown_x,crown_y,height_max_m,height_mean_m,height_std_m,height_p25_m,height_p50_m,height_p75_m,height_p90_m,height_p95_m,cv_height,crown_radius_m,crown_r95_m,crown_area_m2,canopy_pts,density_pt_m2,tile,tile_tree_id
8787,2188,187059.7083,479573.8734,30.336,23.764,5.246,21.14,25.508,27.71,28.431,28.836,0.2208,3.462,6.293,124.423,1300,17.5851,2,2672
8788,4294,187209.8262,479573.2917,26.065,19.437,4.636,17.152,20.658,22.883,24.484,24.954,0.2385,6.247,11.028,382.094,2052,11.2381,2,2673
8789,1336,187441.9089,479574.1785,28.087,22.354,3.814,20.808,23.322,24.914,26.388,27.099,0.1706,4.564,7.711,186.799,758,7.1521,2,2674
8790,1260,187683.5049,479573.1937,17.657,13.544,2.913,12.572,14.576,15.426,16.169,16.749,0.215,3.557,5.497,94.926,743,13.2735,2,2675
8791,2488,187719.5848,479574.2075,19.339,13.493,4.414,10.183,15.46,16.906,17.511,17.875,0.3271,4.832,8.005,201.29,1239,12.3603,2,2676
8792,5324,187735.1189,479576.3494,18.676,13.254,3.445,11.83,14.318,15.622,16.534,17.167,0.2599,7.178,12.585,497.575,2040,10.6999,2,2677
8793,1609,187859.919,479573.7435,19.411,11.742,5.214,7.152,11.747,16.754,18.131,18.626,0.4441,2.43,5.155,83.47,557,19.2763,2,2678
8794,1080,187898.9602,479574.1652,19.48,12.908,4.1,10.277,13.466,16.237,17.834,18.299,0.3177,2.348,4.348,59.4,320,18.1817,2,2679
8795,2621,188011.755,479573.9924,20.529,13.41,5.241,12.79,15.416,16.631,18.37,19.274,0.3908,3.678,6.201,120.785,821,21.6997,2,2680
8796,3189,186996.8376,479573.4857,29.436,23.198,5.292,20.915,25.122,26.812,27.957,28.353,0.2281,5.049,9.499,283.443,1924,11.2509,2,2681
8797,883,187156.3746,479571.8358,25.823,21.707,2.954,20.544,22.165,23.805,24.61,24.958,0.1361,2.868,5.438,92.902,651,9.5046,2,2682
8798,2176,187434.6536,479572.7266,27.274,22.96,3.16,21.823,23.896,25.226,25.799,26.103,0.1376,4.22,7.572,180.133,1632,12.08,2,2683
8799,1321,187609.4946,479573.1435,20.44,14.315,2.704,12.593,14.202,16.184,17.755,18.325,0.1889,3.943,7.154,160.767,306,8.2169,2,2684
8800,1148,187618.479,479571.718,17.863,12.387,3.513,10.128,12.524,15.665,16.505,16.877,0.2836,3.088,5.147,83.22,438,13.7947,2,2685
8801,988,187625.9647,479572.1006,18.974,14.063,2.709,12.283,14.189,16.526,17.521,17.787,0.1927,3.686,6.542,134.442,390,7.3489,2,2686
8802,1529,187142.9239,479572.5577,25.276,19.008,4.28,16.063,18.866,23.123,23.839,24.188,0.2252,4.05,7.944,198.234,712,7.7131,2,2687
8803,4804,187173.045,479567.9962,29.311,23.631,3.606,21.491,24.546,26.244,27.529,28.102,0.1526,7.157,12.803,514.945,3009,9.3292,2,2688
8804,1562,187345.1837,479571.1394,18.227,11.807,3.575,9.501,12.518,14.667,15.643,16.134,0.3028,3.661,6.489,132.27,399,11.8091,2,2689
8805,3325,187451.5664,479568.0328,26.21,21.963,3.056,20.066,22.827,24.463,25.075,25.383,0.1392,5.832,11.489,414.651,2302,8.0188,2,2690
8806,12249,187471.6526,479575.3627,27.765,22.001,3.823,19.576,22.924,25.009,26.163,26.581,0.1738,10.192,15.785,782.746,7143,15.6487,2,2691
8807,2628,187529.7248,479572.7663,24.438,17.532,3.844,15.743,18.143,19.852,21.686,22.673,0.2192,5.154,8.221,212.344,774,12.3761,2,2692
8808,745,187578.5198,479570.4592,19.735,13.898,4.273,12.863,15.307,16.335,18.415,19.204,0.3075,2.72,5.9,109.364,290,6.8121,2,2693
8809,1248,187587.0384,479572.9105,22.416,14.969,3.217,13.362,15.355,16.754,18.74,19.928,0.2149,3.51,5.893,109.106,183,11.4384,2,2694
8810,1886,187636.3493,479571.5998,20.777,14.439,2.965,12.839,15.152,16.817,17.749,18.168,0.2053,4.026,7.575,180.26,499,10.4626,2,2695
8811,1007,187671.8445,479572.2576,18.014,13.09,4.418,12.021,14.23,16.697,17.302,17.524,0.3375,2.813,6.204,120.911,476,8.3284,2,2696
8812,2257,187756.282,479571.2133,17.931,12.123,3.399,10.456,12.952,14.736,15.567,16.402,0.2803,3.987,7.03,155.248,723,14.5381,2,2697
8813,1485,187771.8512,479571.6388,20.731,15.104,4.274,13.166,16.58,18.132,19.243,19.74,0.283,4.143,6.835,146.773,742,10.1177,2,2698
8814,1481,187873.0458,479570.6309,22.786,13.139,6.584,6.825,15.417,19.292,20.501,21.082,0.5011,4.217,7.256,165.412,518,8.9534,2,2699
8815,1088,187916.4366,479573.3273,21.791,15.766,3.749,14.772,16.54,18.152,19.569,19.893,0.2378,2.95,5.102,81.78,415,13.304,2,2700
8816,2477,187979.8789,479573.1476,19.514,14.331,4.178,13.51,15.921,16.882,17.523,17.933,0.2915,3.744,6.576,135.844,1362,18.2341,2,2701
8817,1998,187265.3144,479570.0929,20.422,14.107,3.94,13.514,15.128,16.542,17.546,18.065,0.2793,4.231,6.788,144.749,582,13.8032,2,2702
8818,1227,187287.6779,479569.8411,19.293,14.465,3.738,14.584,15.76,16.6,17.346,17.882,0.2584,3.908,7.213,163.47,751,7.506,2,2703
8819,866,187319.8805,479571.3113,19.722,16.586,1.237,15.66,16.744,17.419,18.021,18.723,0.0746,3.069,5.596,98.366,634,8.8039,2,2704
8820,2518,187387.413,479569.1975,20.125,14.586,3.383,12.832,15.268,16.889,18.563,19.062,0.232,4.833,7.833,192.78,946,13.0615,2,2705
8821,3182,187499.7384,479572.2558,26.108,17.34,4.262,14.318,17.833,20.557,22.653,23.682,0.2458,5.776,10.244,329.704,707,9.6511,2,2706
8822,1590,187601.5717,479572.7296,19.329,14.27,2.515,12.993,14.234,16.314,17.304,17.978,0.1763,4.43,8.075,204.829,588,7.7626,2,2707
8823,2681,187849.5838,479569.9267,20.346,11.802,5.603,6.461,11.891,17.369,18.665,19.239,0.4747,3.793,6.222,121.623,893,22.0435,2,2708
8824,1230,187906.6199,479570.0123,17.52,11.052,3.384,8.578,11.548,13.738,15.452,15.995,0.3062,2.774,4.694,69.219,255,17.7698,2,2709
8825,3795,187562.8883,479575.1685,19.666,11.522,4.583,8.054,11.528,15.044,17.941,18.602,0.3977,5.968,9.965,311.943,792,12.1657,2,2710
8826,4745,187233.675,479568.9523,23.936,18.648,3.833,17.184,20.007,21.158,22.271,22.711,0.2055,7.226,11.771,435.273,2842,10.9012,2,2711
8827,853,187298.6061,479568.1836,19.408,13.402,4.634,9.784,15.669,16.804,17.306,17.577,0.3458,3.268,5.648,100.213,456,8.5119,2,2712
8828,806,187336.3555,479568.5913,18.67,15.991,1.516,15.159,16.194,17.043,17.517,17.806,0.0948,2.879,5.163,83.744,639,9.6245,2,2713
8829,4038,187797.9234,479565.6904,28.246,18.748,6.319,14.931,20.484,23.56,25.848,26.828,0.3371,6.888,13.266,552.85,1301,7.304,2,2714
8830,1817,187839.9141,479567.5197,19.689,9.323,5.379,5.006,7.896,13.245,17.618,18.469,0.5769,3.099,6.076,115.965,355,15.6685,2,2715
8831,6297,187061.7708,479563.1792,29.94,23.393,5.61,20.632,25.617,27.575,28.207,28.485,0.2398,6.815,10.934,375.56,3842,16.767,2,2716
8832,2518,187365.4113,479568.8646,15.535,10.43,3.295,8.157,11.311,13.082,13.954,14.293,0.3159,4.211,6.872,148.358,893,16.9725,2,2717
8833,795,187708.7603,479568.8261,17.072,12.458,3.566,9.964,13.61,15.264,16.092,16.397,0.2862,2.435,4.641,67.672,396,11.7478,2,2718
8834,947,187897.9458,479566.8413,19.821,13.473,4.605,9.284,14.789,17.383,18.539,18.841,0.3418,2.379,4.319,58.594,389,16.1621,2,2719
8835,2264,186984.2199,479563.7635,27.505,22.527,3.833,20.436,23.81,25.217,26.128,26.792,0.1702,5.016,9.928,309.631,1502,7.3119,2,2720
8836,2546,187546.6948,479566.0731,20.844,11.739,5.382,7.536,12.005,16.56,19.133,19.809,0.4584,4.944,8.451,224.363,625,11.3477,2,2721
8837,1225,187592.1964,479563.7853,16.384,9.451,3.743,6.651,10.144,12.126,14.397,15.184,0.3961,3.746,6.577,135.907,231,9.0135,2,2722
8838,1230,187614.5417,479566.2427,18.711,13.077,3.339,9.762,13.632,15.925,17.055,17.424,0.2553,3.298,5.706,102.287,446,12.025,2,2723
8839,2123,187694.3517,479566.9096,19.817,11.927,4.813,7.358,13.276,15.929,17.445,18.809,0.4035,4.304,7.019,154.775,557,13.7167,2,2724
8840,2694,188002.0692,479566.3496,22.85,16.348,3.42,14.74,16.423,18.422,20.795,21.383,0.2092,3.276,5.63,99.584,707,27.0527,2,2725
8841,1552,187275.3174,479565.261,20.376,14.727,3.341,14.13,15.326,16.857,17.841,18.611,0.2268,4.38,8.173,209.854,516,7.3956,2,2726
8842,1306,187574.6911,479565.3757,17.923,12.11,4.165,9.164,13.416,15.535,16.59,16.944,0.3439,3.304,5.695,101.892,560,12.8175,2,2727
8843,4389,187808.9455,479570.1164,26.807,19.222,5.227,16.854,20.388,22.958,24.678,25.35,0.272,5.689,9.667,293.596,1833,14.9491,2,2728
8844,1707,187943.6244,479567.0589,20.298,14.25,5.392,11.744,16.397,18.195,19.388,19.788,0.3784,3.991,7.478,175.66,886,9.7177,2,2729
8845,3368,187961.7307,479564.6238,21.111,13.648,5.322,12.987,15.292,17.317,18.93,19.576,0.3899,4.346,7.948,198.443,1036,16.9722,2,2730
8846,1286,187115.3912,479565.5772,28.586,22.054,4.597,19.304,23.438,25.71,26.782,27.26,0.2085,4.134,7.913,196.699,698,6.5379,2,2731
8847,1215,187149.0881,479564.1605,25.018,18.262,5.913,14.548,20.492,22.746,23.518,23.987,0.3238,3.131,5.279,87.554,653,13.8771,2,2732
8848,4227,187423.2956,479561.4019,26.507,20.192,3.925,18.21,21.103,22.858,24.572,25.189,0.1944,6.582,11.257,398.118,2043,10.6175,2,2733
8849,1608,187657.1258,479564.9438,19.204,14.037,3.096,12.291,14.428,16.038,18.023,18.6,0.2206,4.21,6.694,140.782,552,11.4219,2,2734
8850,889,187681.5195,479564.7928,16.954,11.458,4.109,7.747,13.069,14.837,15.319,15.599,0.3586,2.884,4.952,77.024,414,11.5419,2,2735
8851,1974,187889.9813,479567.8632,21.408,14.774,5.072,10.727,16.938,18.91,19.817,20.257,0.3433,3.794,6.383,127.99,939,15.4231,2,2736
8852,3066,187971.9096,479564.0842,22.005,14.621,4.917,14.054,15.896,18.072,19.367,20.281,0.3363,3.934,7.042,155.791,900,19.6803,2,2737
8853,2397,188014.6081,479564.9203,20.555,15.202,4.565,14.865,16.24,17.871,19.608,19.833,0.3003,3.321,6.3,124.705,1147,19.2213,2,2738
8854,2215,186994.7744,479562.0258,28.87,22.816,4.346,20.676,23.862,26.162,26.979,27.244,0.1905,3.701,6.425,129.682,1250,17.0803,2,2739
8855,1005,187319.1429,479563.2488,19.673,16.49,1.349,15.673,16.658,17.333,18.09,18.435,0.0818,3.232,5.75,103.88,739,9.6746,2,2740
8856,2651,187376.272,479563.7506,16.82,9.861,4.032,6.583,9.937,13.64,15.268,15.8,0.4089,3.404,5.934,110.625,697,23.9639,2,2741
8857,1799,187744.9198,479563.8342,17.316,12.269,3.475,10.728,12.899,14.819,16.128,16.526,0.2832,3.974,7.647,183.713,650,9.7925,2,2742
8858,1036,187913.1689,479563.6339,19.231,14.662,3.347,12.814,15.778,17.284,18.104,18.44,0.2283,2.773,4.576,65.779,566,15.7496,2,2743
8859,2572,187985.2487,479563.7221,21.176,15.192,4.269,14.582,16.14,17.929,19.184,19.602,0.281,3.699,6.506,132.966,989,19.3433,2,2744
8860,2775,187193.2678,479564.0985,26.066,21.713,2.703,20.204,22.068,23.813,24.83,25.155,0.1245,4.687,8.626,233.786,1881,11.8698,2,2745
8861,4052,187402.861,479562.9633,23.166,17.544,3.692,15.35,18.332,20.527,21.781,22.2,0.2105,5.402,9.476,282.104,1909,14.3635,2,2746
8862,2816,187928.0774,479563.6574,24.573,16.813,5.006,15.325,18.106,19.718,21.989,22.553,0.2978,5.392,10.345,336.195,715,8.3761,2,2747
8863,1227,187993.5943,479562.4236,17.141,10.986,3.625,8.777,11.268,13.975,15.58,16.198,0.33,2.581,5.278,87.521,329,14.0194,2,2748
8864,1691,187076.2333,479563.379,31.27,23.929,5.017,21.88,24.661,27.34,29.273,30.102,0.2096,4.352,7.574,180.203,788,9.3839,2,2749
8865,2778,187204.2554,479561.3213,24.962,20.576,3.375,19.202,21.566,22.797,23.527,23.963,0.164,5.616,8.97,252.8,1929,10.9889,2,2750
8866,1499,187331.1325,479563.7995,22.141,17.004,2.392,16.302,16.983,18.168,19.348,20.109,0.1407,3.573,6.474,131.678,534,11.3839,2,2751
8867,4653,187351.815,479562.5549,18.254,11.766,3.016,9.856,12.1,13.819,15.609,16.344,0.2563,5.17,8.179,210.177,749,22.1385,2,2752
8868,2951,187490.6794,479560.6324,27.223,21.081,4.418,19.719,21.995,23.992,25.323,26.048,0.2096,5.01,7.98,200.065,1548,14.7502,2,2753
8869,2378,187645.7472,479565.1243,21.743,15.288,2.85,13.832,15.682,17.108,18.374,19.154,0.1864,5.628,10.251,330.139,500,7.203,2,2754
8870,1195,187704.1847,479562.0927,17.416,11.78,3.472,9.676,12.278,14.651,16.115,16.662,0.2948,2.76,5.973,112.092,401,10.6609,2,2755
8871,2544,187724.4167,479563.5078,19.281,14.52,3.495,12.975,15.526,17.105,18.013,18.317,0.2407,4.092,6.825,146.348,1310,17.3832,2,2756
8872,3694,187782.6089,479563.8864,27.753,19.812,5.215,15.723,20.297,24.458,26.111,26.532,0.2632,4.911,8.85,246.071,1448,15.0119,2,2757
8873,3468,187830.0974,479562.2942,13.769,8.583,2.725,6.797,9.122,10.74,11.744,12.277,0.3175,6.896,13.086,537.992,703,6.4462,2,2758
8874,3832,187006.7911,479559.4008,31.213,23.963,6.078,20.899,25.81,28.582,29.751,30.117,0.2536,5.464,9.704,295.847,2139,12.9526,2,2759
8875,8184,187040.2443,479558.1983,28.447,23.457,4.228,21.848,24.778,26.339,26.935,27.148,0.1802,6.291,10.468,344.238,5793,23.7743,2,2760
8876,788,187437.9912,479560.3747,26.772,23.001,2.436,21.699,23.459,24.922,25.798,26.158,0.1059,3.549,6.408,128.988,595,6.1091,2,2761
8877,2300,187523.7174,479563.0712,21.642,15.159,4.419,13.098,16.392,18.372,19.428,20.11,0.2915,4.706,8.615,233.163,933,9.8643,2,2762
8878,935,187583.2772,479561.0874,17.788,10.298,4.892,4.86,11.681,14.736,16.177,17.11,0.475,3.162,5.542,96.5,320,9.6892,2,2763
8879,2351,187947.0685,479558.5536,21.685,14.208,5.305,11.125,16.252,18.008,19.526,20.132,0.3734,4.487,8.777,242.002,811,9.7148,2,2764
8880,1820,187267.6622,479559.8109,17.068,12.492,2.942,11.195,12.92,14.615,15.774,16.229,0.2356,3.683,6.674,139.93,665,13.0065,2,2765
8881,1614,187461.3754,479559.0172,25.032,19.705,2.938,17.562,20.129,21.959,23.251,23.792,0.1491,4.545,7.724,187.436,822,8.611,2,2766
8882,1535,187538.2461,479560.8666,20.429,13.46,4.425,10.561,14.07,16.88,18.828,19.236,0.3287,3.725,6.145,118.642,449,12.9381,2,2767
8883,1728,187879.8393,479562.432,22.955,15.168,6.254,9.703,17.569,20.578,21.896,22.279,0.4123,3.516,6.052,115.061,768,15.0181,2,2768
8884,1993,187185.7725,479557.4787,26.159,21.314,3.308,19.159,21.88,24.049,24.861,25.128,0.1552,4.483,8.088,205.485,1182,9.699,2,2769
8885,1549,187235.1717,479558.4279,23.737,17.832,4.323,15.744,18.932,20.889,22.516,22.889,0.2424,4.415,8.128,207.57,760,7.4625,2,2770
8886,1081,187624.6007,479559.5646,23.174,15.819,3.614,13.413,15.117,19.585,20.732,21.588,0.2284,3.481,6.296,124.541,317,8.6799,2,2771
8887,1765,187717.9742,479556.992,19.186,14.488,4.178,12.513,16.234,17.538,18.44,18.731,0.2884,5.203,9.554,286.765,1009,6.1549,2,2772
8888,633,187888.1792,479558.5046,21.864,16.916,4.632,16.527,18.189,20.024,20.855,21.234,0.2738,2.006,3.524,39.009,399,16.2268,2,2773
8889,6484,187020.9183,479556.2797,30.0,24.532,4.778,22.443,26.162,27.842,28.686,29.068,0.1947,6.257,10.676,358.093,4423,18.107,2,2774
8890,1823,187090.7099,479559.1706,30.794,23.801,6.152,20.564,25.91,28.834,29.508,29.767,0.2585,4.508,8.735,239.725,1026,7.6045,2,2775
8891,1399,187158.9464,479557.9994,26.443,21.775,3.44,20.186,22.734,24.09,25.238,25.69,0.158,3.832,7.409,172.467,922,8.1117,2,2776
8892,2619,187219.6206,479559.2203,24.634,19.041,4.286,17.205,20.21,21.958,23.366,23.673,0.2251,5.085,8.551,229.712,1499,11.4012,2,2777
8893,1089,187341.0374,479558.4755,19.295,13.918,3.344,12.289,14.815,16.389,17.357,18.353,0.2403,3.185,5.768,104.531,491,10.418,2,2778
8894,1920,187365.959,479558.7255,16.28,11.479,1.922,10.366,11.186,12.788,14.064,14.997,0.1674,4.166,7.075,157.264,418,12.2088,2,2779
8895,1743,187479.4335,479559.375,25.908,20.937,3.261,18.364,21.845,23.525,24.569,25.094,0.1557,4.18,7.476,175.579,1036,9.9271,2,2780
8896,1765,187648.8348,479555.5075,23.144,16.348,3.19,14.304,16.499,18.861,20.531,21.645,0.1951,3.799,6.888,149.038,510,11.8426,2,2781
8897,1543,187690.7436,479558.4563,19.63,13.869,3.535,11.172,14.277,16.688,18.383,18.901,0.2549,3.428,7.055,156.386,554,9.8666,2,2782
8898,2080,187898.5223,479556.6432,21.739,13.215,5.63,8.834,14.812,17.901,19.851,20.456,0.426,3.427,7.464,175.032,601,11.8836,2,2783
8899,1936,187081.4154,479555.0154,30.93,25.306,5.014,23.185,26.842,28.937,29.728,30.031,0.1981,5.412,9.326,273.224,1273,7.0858,2,2784
8900,4978,187249.9719,479557.1744,23.528,14.611,4.686,11.968,14.657,18.711,20.369,21.217,0.3207,6.056,10.122,321.899,1201,15.4645,2,2785
8901,1730,187635.3049,479556.1234,19.41,13.623,3.392,11.008,13.673,16.324,18.177,18.799,0.249,3.639,5.926,110.335,565,15.6795,2,2786
8902,1391,187734.0317,479558.5154,19.649,14.859,3.465,12.678,16.063,17.549,18.647,18.928,0.2332,3.255,5.55,96.768,724,14.3745,2,2787
8903,792,187915.3355,479557.8623,21.666,16.096,3.276,15.037,16.349,18.069,19.473,20.582,0.2035,2.478,4.615,66.911,309,11.8367,2,2788
8904,4985,187133.7445,479558.3526,28.202,21.736,4.265,19.533,22.795,24.958,25.927,26.392,0.1962,7.774,12.776,512.789,2609,9.7213,2,2789
8905,3554,187169.8922,479553.3081,26.334,21.503,3.733,19.506,22.86,24.241,25.039,25.375,0.1736,5.454,9.633,291.52,2313,12.1913,2,2790
8906,2645,187310.153,479556.0022,21.006,16.254,1.64,15.503,16.378,17.182,17.934,18.497,0.1009,5.843,11.664,427.4,935,6.1886,2,2791
8907,1576,187606.2006,479557.9462,18.472,13.23,2.71,11.889,14.022,15.154,16.076,16.642,0.2048,4.284,6.929,150.817,480,10.4498,2,2792
8908,2531,187824.8767,479556.7624,16.449,10.311,2.776,8.74,10.844,12.242,13.462,14.069,0.2692,5.198,8.884,247.93,321,10.2085,2,2793
8909,4498,187506.449,479559.3459,27.145,18.932,5.116,15.905,19.09,23.405,25.369,26.021,0.2702,6.127,10.981,378.834,1524,11.8733,2,2794
8910,3363,187560.7666,479557.5323,22.18,13.362,4.778,10.143,14.646,16.879,18.655,19.325,0.3576,5.764,9.304,271.964,591,12.3656,2,2795
8911,2690,187616.0834,479552.2501,22.475,14.106,4.294,11.749,15.164,16.766,19.193,20.261,0.3044,4.421,7.37,170.63,350,15.7651,2,2796
8912,1216,187711.54,479554.6572,19.611,14.556,4.496,12.925,16.343,17.815,18.526,18.927,0.3089,3.612,5.834,106.93,707,11.3719,2,2797
8913,1232,187922.2546,479553.6797,20.962,16.52,3.249,15.719,17.367,18.507,19.519,19.858,0.1967,3.599,6.113,117.393,745,10.4947,2,2798
8914,5036,187380.0614,479552.2733,18.766,12.614,3.457,9.776,13.106,15.529,16.918,17.416,0.274,5.976,10.552,349.797,1549,14.3969,2,2799
8915,541,187592.12,479554.3256,16.453,11.837,2.714,10.194,12.028,13.966,14.883,15.481,0.2293,2.36,4.676,68.681,222,7.877,2,2800
8916,1279,187599.8543,479555.6125,19.925,14.426,2.42,12.936,14.403,15.914,17.956,18.345,0.1677,3.347,5.938,110.789,319,11.5444,2,2801
8917,990,187680.7513,479553.4107,17.187,12.411,3.034,10.757,12.792,14.979,15.891,16.212,0.2445,3.122,6.017,113.75,374,8.7033,2,2802
8918,5210,187863.9914,479558.9548,27.42,16.214,6.436,11.556,16.807,21.778,24.212,25.233,0.3969,6.98,11.436,410.879,1249,12.6801,2,2803
8919,812,187882.7208,479553.6594,23.351,15.687,5.126,12.375,16.164,20.246,21.896,22.512,0.3268,2.407,4.283,57.627,309,14.0905,2,2804
8920,1259,187932.305,479554.2399,20.654,14.113,3.885,11.683,15.34,16.645,18.401,19.133,0.2752,4.243,7.54,178.624,336,7.0483,2,2805
8921,2081,187992.6386,479554.0985,17.767,10.279,4.813,6.04,9.231,15.025,16.804,16.953,0.4682,3.301,6.196,120.618,715,17.2527,2,2806
8922,3353,187103.2091,479554.831,29.72,23.812,5.24,21.382,25.482,27.699,28.681,28.982,0.2201,5.568,10.174,325.217,2171,10.31,2,2807
8923,2476,187143.9254,479549.7372,27.149,21.839,4.473,20.089,23.424,24.934,25.673,25.98,0.2048,5.985,10.41,340.475,1652,7.2722,2,2808
8924,5595,187213.2671,479545.218,24.8,17.864,3.833,15.944,18.654,20.48,22.229,23.029,0.2146,7.172,11.042,383.075,1881,14.6055,2,2809
8925,1701,187275.0611,479553.2895,16.617,11.684,3.181,9.846,12.414,14.276,15.26,15.647,0.2722,3.803,6.687,140.471,648,12.1093,2,2810
8926,1971,187362.0227,479552.3783,16.21,9.704,2.961,8.224,9.992,11.378,13.669,14.339,0.3051,5.294,9.251,268.832,277,7.3317,2,2811
8927,4785,187671.6303,479553.4316,19.29,11.742,4.104,9.105,12.803,15.17,16.031,16.692,0.3495,6.172,10.422,341.216,999,14.0234,2,2812
8928,4533,187770.6434,479557.85,27.568,18.469,4.818,15.04,18.764,22.177,25.318,26.212,0.2609,7.072,13.409,564.895,1154,8.0245,2,2813
8929,2738,187979.3877,479553.7614,22.496,16.553,3.624,15.269,17.144,18.994,19.849,20.777,0.219,3.664,6.251,122.768,1137,22.3022,2,2814
8930,5206,186985.1463,479540.6675,26.329,17.003,6.271,12.163,18.673,22.218,23.897,24.836,0.3688,9.673,16.782,884.784,1791,5.8839,2,2815
8931,1458,187118.9592,479551.7311,28.045,18.285,6.7,15.571,20.48,23.155,25.664,26.574,0.3664,3.758,6.02,113.864,448,12.8048,2,2816
8932,2149,187467.5965,479552.4897,28.477,21.805,4.19,19.204,22.613,25.036,26.753,27.627,0.1921,4.462,7.151,160.656,1040,13.3764,2,2817
8933,3939,187731.0463,479547.9392,19.74,14.552,4.115,13.25,15.875,17.541,18.406,18.856,0.2828,5.958,10.339,335.824,2001,11.7294,2,2818
8934,5514,187055.148,479549.8434,28.76,22.926,4.951,20.996,24.574,26.178,27.175,27.676,0.2159,5.677,9.7,295.564,3670,18.6559,2,2819
8935,1067,187291.321,479553.1113,18.973,13.033,4.108,11.297,14.551,15.824,16.69,17.131,0.3152,4.611,8.178,210.086,421,5.0789,2,2820
8936,2574,187329.3438,479551.299,20.572,15.167,3.816,14.994,16.315,17.147,18.296,18.794,0.2516,5.21,9.714,296.47,1182,8.6822,2,2821
8937,1008,187659.4105,479551.1064,20.375,16.463,2.628,14.689,16.606,18.701,19.737,19.917,0.1596,2.741,4.869,74.471,526,13.5355,2,2822
8938,5817,188007.6263,479550.6731,22.119,16.949,3.396,15.629,17.541,19.16,20.293,20.709,0.2004,5.965,10.925,374.962,2707,15.5136,2,2823
8939,969,187688.1408,479549.7794,17.062,12.359,3.21,11.225,13.103,14.347,15.318,15.766,0.2598,2.959,5.637,99.823,414,9.7072,2,2824
8940,1153,187821.5619,479551.5132,14.348,9.632,2.617,8.389,10.012,11.495,12.524,13.055,0.2717,2.91,5.036,79.681,294,14.4702,2,2825
8941,1763,187069.3882,479545.4904,28.294,22.466,5.934,20.862,24.923,26.28,27.251,27.58,0.2641,4.054,6.73,142.309,1218,12.3885,2,2826
8942,1546,187155.2709,479548.368,26.553,20.005,4.601,18.286,21.022,23.451,24.598,25.1,0.23,4.083,6.969,152.599,732,10.1311,2,2827
8943,4028,187234.0937,479545.1126,24.758,17.18,3.848,15.035,17.834,19.707,21.663,22.696,0.224,6.187,9.922,309.299,981,13.023,2,2828
8944,1547,187258.7232,479549.7536,16.179,12.077,2.917,11.064,12.893,13.902,14.762,15.35,0.2415,3.897,6.844,147.165,756,10.512,2,2829
8945,2177,187453.0978,479550.4404,25.649,18.928,4.064,16.588,19.715,21.905,23.607,24.27,0.2147,4.599,7.896,195.888,927,11.1135,2,2830
8946,5781,187527.399,479549.9535,28.064,20.887,5.164,17.8,22.312,24.849,26.352,26.855,0.2472,6.317,10.354,336.827,2808,17.1631,2,2831
8947,2068,187543.0444,479549.8418,26.093,18.026,4.688,15.503,19.035,21.528,23.206,24.086,0.2601,3.929,6.613,137.403,637,15.0506,2,2832
8948,1642,187627.9171,479547.5163,20.904,15.142,3.106,12.62,15.79,17.488,18.777,19.26,0.2051,3.853,6.579,135.983,636,12.075,2,2833
8949,2372,187702.4254,479549.2149,19.103,12.982,3.914,9.76,13.509,16.299,17.766,18.204,0.3015,3.428,5.799,105.644,785,22.4528,2,2834
8950,889,187788.567,479547.8247,25.819,18.636,7.037,18.602,20.763,23.49,24.565,24.949,0.3776,3.438,6.273,123.632,457,7.1907,2,2835
8951,1873,187855.8041,479551.0625,28.275,19.473,5.602,15.333,20.676,24.327,25.912,26.536,0.2877,3.924,7.708,186.659,685,10.0343,2,2836
8952,2629,187893.3028,479548.4114,23.572,15.333,5.044,10.818,16.22,19.213,21.343,22.236,0.329,4.466,7.469,175.234,727,15.0028,2,2837
8953,3016,187971.1681,479547.6219,21.569,15.492,3.855,14.287,16.159,17.904,19.718,20.246,0.2488,4.117,7.292,167.051,1073,18.0544,2,2838
8954,1524,187178.6433,479547.8793,25.885,20.646,3.335,19.464,21.632,22.911,23.874,24.378,0.1616,4.54,8.959,252.135,922,6.0444,2,2839
8955,1108,187305.38,479547.5097,19.754,15.631,3.254,15.479,16.41,17.235,17.953,18.344,0.2082,3.509,7.423,173.113,733,6.4004,2,2840
8956,836,187319.7081,479547.6672,18.247,14.187,4.134,14.438,15.678,16.405,17.08,17.529,0.2914,3.482,6.418,129.421,598,6.4596,2,2841
8957,3444,187347.9927,479549.4608,19.383,11.076,3.496,8.965,11.234,13.079,15.843,17.327,0.3156,5.466,9.035,256.427,380,13.4307,2,2842
8958,2317,187366.3016,479545.0078,17.095,11.585,2.578,10.389,11.818,13.161,14.581,15.426,0.2225,4.363,7.454,174.56,428,13.2734,2,2843
8959,3560,187410.5218,479551.5044,23.636,17.994,3.876,15.067,19.067,21.109,22.096,22.503,0.2154,5.335,9.282,270.678,1834,13.1521,2,2844
8960,582,187585.2754,479547.8684,17.895,13.082,4.17,9.767,14.633,16.659,17.479,17.696,0.3188,2.183,3.573,40.098,309,14.5146,2,2845
8961,1689,187814.6658,479550.3818,15.056,8.835,2.664,6.61,8.868,11.002,12.452,13.017,0.3016,3.654,7.277,166.385,230,10.1512,2,2846
