tree_id,point_count,crown_x,crown_y,height_max_m,height_mean_m,height_std_m,height_p25_m,height_p50_m,height_p75_m,height_p90_m,height_p95_m,cv_height,crown_radius_m,crown_r95_m,crown_area_m2,canopy_pts,density_pt_m2,tile,tile_tree_id
4304,2388,188864.7277,479176.9176,14.288,8.989,2.054,7.816,9.248,10.445,11.312,11.74,0.2285,4.823,8.909,249.357,195,9.5766,1,4304
4305,9744,188060.4766,479180.6662,11.747,6.614,1.88,5.322,6.662,7.914,9.073,9.706,0.2842,7.996,14.119,626.297,723,15.5581,1,4305
4306,1026,188900.471,479176.5871,13.219,10.458,1.694,9.887,10.797,11.512,11.968,12.356,0.1619,3.236,5.233,86.032,585,11.9258,1,4306
4307,3351,188913.469,479179.5643,13.244,8.376,2.356,6.746,8.973,10.124,10.927,11.512,0.2813,5.563,9.568,287.577,532,11.6525,1,4307
4308,2224,188923.2561,479177.2383,15.314,6.789,2.407,4.948,6.668,8.554,10.049,10.682,0.3545,4.477,7.935,197.822,15,11.2424,1,4308
4309,7336,188181.2524,479179.7131,13.368,8.431,2.352,6.903,8.848,10.211,11.173,11.716,0.279,6.03,10.51,347.044,1182,21.1385,1,4309
4310,1964,188344.8358,479177.803,12.694,9.147,1.811,8.105,9.439,10.376,11.311,11.686,0.198,3.966,6.246,122.566,615,16.024,1,4310
4311,2110,188363.5309,479177.1554,12.704,7.474,2.508,5.943,8.003,9.258,10.348,11.023,0.3355,3.885,6.855,147.613,272,14.2941,1,4311
4312,9720,188197.231,479179.9728,13.314,9.87,1.468,9.037,10.056,10.838,11.519,11.882,0.1488,7.066,12.396,482.726,3030,20.1356,1,4312
4313,8721,188259.4892,479177.9704,14.718,9.985,1.545,9.188,10.106,11.01,11.753,12.146,0.1548,6.797,11.813,438.4,843,19.8928,1,4313
4314,4144,188755.7022,479180.9606,11.206,6.277,2.088,4.586,6.273,7.995,9.067,9.599,0.3326,6.746,11.117,388.259,467,10.6733,1,4314
4315,10763,188117.1355,479169.1739,18.535,6.472,3.27,4.23,5.695,8.084,9.813,13.051,0.5052,7.633,12.73,509.065,496,21.1427,1,4315
4316,2759,188488.665,479173.3784,21.881,15.252,4.588,12.385,16.186,18.484,20.551,20.926,0.3008,5.536,9.664,293.393,972,9.4038,1,4316
4317,848,188508.4137,479175.1509,23.506,15.05,4.551,12.868,16.038,18.548,20.426,21.229,0.3024,3.503,6.134,118.218,195,7.1732,1,4317
4318,4723,188225.4876,479172.0354,13.061,8.944,1.399,8.012,8.973,9.92,10.703,11.157,0.1565,4.775,8.28,215.368,653,21.9299,1,4318
4319,2080,188327.1463,479175.0343,13.495,8.352,2.309,6.898,8.709,9.896,11.117,11.71,0.2764,4.421,6.824,146.308,279,14.2166,1,4319
4320,1461,188447.0399,479174.3867,18.003,10.78,3.826,7.719,11.418,13.811,15.684,16.126,0.3549,3.501,5.662,100.715,290,14.5063,1,4320
4321,6881,188844.7225,479169.3501,11.57,6.67,1.981,5.288,6.776,8.087,9.261,9.758,0.297,7.468,11.964,449.701,691,15.3013,1,4321
4322,3260,188625.9565,479175.2201,17.72,7.297,2.103,6.014,7.149,8.314,9.423,10.285,0.2882,5.576,9.947,310.843,67,10.4876,1,4322
4323,7878,188171.5091,479173.8186,13.227,8.337,2.204,6.831,8.68,9.943,11.025,11.602,0.2644,6.013,9.758,299.159,1144,26.3338,1,4323
4324,4695,188279.7763,479173.2384,14.26,9.758,2.397,8.569,10.353,11.349,12.292,12.786,0.2456,6.534,10.773,364.583,1091,12.8777,1,4324
4325,1854,188337.6107,479171.4638,13.382,9.985,1.649,9.325,10.266,11.092,11.743,12.08,0.1651,4.094,6.516,133.379,668,13.9003,1,4325
4326,3856,188663.8451,479173.3451,19.148,7.613,3.208,5.704,6.818,8.303,13.134,14.737,0.4213,5.895,10.443,342.632,129,11.2541,1,4326
4327,2226,188951.716,479172.154,15.849,9.137,3.123,7.335,9.132,11.409,13.148,13.87,0.3417,3.729,6.036,114.476,320,19.445,1,4327
4328,3308,188477.2353,479169.2167,22.277,11.985,5.01,7.804,11.72,16.284,18.56,19.386,0.418,6.194,9.351,274.691,546,12.0426,1,4328
4329,1644,188652.2317,479173.7514,15.492,7.438,2.244,6.049,7.653,8.73,9.834,10.69,0.3016,3.606,6.709,141.397,49,11.6268,1,4329
4330,32961,188732.1238,479189.9038,13.079,6.008,1.8,4.811,6.081,7.228,8.277,8.899,0.2996,18.776,30.766,2973.701,218,11.0842,1,4330
4331,2605,188880.4235,479170.973,14.353,9.391,2.289,8.367,9.918,10.99,11.748,12.26,0.2437,5.309,8.434,223.446,382,11.6583,1,4331
4332,1276,188940.3645,479171.9616,15.504,8.757,3.434,5.696,8.392,11.864,13.31,14.183,0.3921,2.926,5.092,81.45,275,15.6661,1,4332
4333,9190,188081.0517,479171.9255,11.762,7.071,2.004,5.712,7.318,8.6,9.522,9.913,0.2834,6.778,11.834,439.995,1063,20.8866,1,4333
4334,6153,188157.1655,479174.4237,13.728,7.912,2.847,5.735,8.376,10.342,11.338,11.806,0.3598,5.085,7.872,194.693,877,31.6036,1,4334
4335,2395,188604.2572,479168.8829,10.132,7.044,1.171,6.324,7.027,7.842,8.535,8.957,0.1662,4.79,8.202,211.363,420,11.3312,1,4335
4336,1667,189008.8541,479171.4178,22.404,16.485,3.683,15.55,16.842,18.886,20.349,20.908,0.2234,3.816,6.681,140.214,655,11.889,1,4336
4337,1683,188595.1745,479171.8984,10.264,7.124,1.304,6.406,7.255,7.98,8.691,9.053,0.1831,3.819,6.357,126.97,308,13.2552,1,4337
4338,3227,188617.7369,479170.1175,10.153,6.797,1.075,6.219,6.837,7.528,8.053,8.476,0.1581,5.698,10.337,335.686,282,9.6132,1,4338
4339,2815,188237.6692,479169.1606,12.529,8.56,1.661,7.292,8.695,9.864,10.635,11.056,0.194,3.617,5.859,107.834,603,26.1048,1,4339
4340,12719,188692.9596,479166.0154,10.412,5.951,1.644,4.814,6.078,7.13,8.009,8.5,0.2763,11.891,19.77,1227.887,807,10.3584,1,4340
4341,3138,188744.3773,479172.17,12.827,8.674,1.755,8.036,8.941,9.735,10.461,10.972,0.2023,5.891,10.431,341.798,434,9.1809,1,4341
4342,2375,188893.7169,479169.9247,15.653,8.973,2.271,8.131,9.46,10.422,11.295,11.797,0.2531,4.403,7.809,191.572,40,12.3974,1,4342
4343,6339,188054.3515,479171.2793,12.05,7.346,1.866,6.274,7.685,8.613,9.477,9.943,0.254,5.545,10.263,330.881,494,19.1579,1,4343
4344,3818,188355.4839,479168.6552,13.448,9.263,1.927,8.206,9.556,10.556,11.356,11.994,0.208,5.426,9.029,256.1,754,14.9083,1,4344
4345,3724,188524.8206,479174.5085,22.064,9.414,4.843,5.647,8.132,12.828,16.878,18.796,0.5144,6.025,10.384,338.763,291,10.9929,1,4345
4346,4590,188102.4101,479169.2272,11.938,6.045,2.339,4.182,5.555,8.058,9.36,10.029,0.3869,4.679,8.013,201.691,373,22.7576,1,4346
4347,2872,188312.3588,479169.1631,16.667,8.598,2.654,6.575,8.736,10.603,11.887,12.501,0.3086,5.099,8.755,240.8,68,11.9269,1,4347
4348,2197,188370.3067,479169.4935,12.162,7.092,2.432,5.297,7.546,9.03,9.946,10.42,0.3429,3.8,5.975,112.152,287,19.5895,1,4348
4349,4301,188248.2619,479166.3105,12.965,9.005,1.476,8.208,9.151,9.969,10.661,11.104,0.164,4.438,7.133,159.844,667,26.9075,1,4349
4350,2009,188458.4691,479168.5029,20.428,12.895,5.036,8.955,14.049,17.001,19.041,19.767,0.3906,3.341,5.392,91.334,643,21.9963,1,4350
4351,1771,188984.5577,479169.3051,21.399,14.768,4.039,13.897,15.984,17.356,18.536,19.122,0.2735,4.886,9.978,312.782,519,5.6621,1,4351
4352,1171,188504.3823,479168.1215,20.253,13.144,4.102,9.929,14.091,16.566,17.799,18.311,0.3121,4.016,7.635,183.112,327,6.395,1,4352
4353,2303,188408.7919,479166.8678,19.32,12.76,3.943,9.956,13.57,16.269,17.365,17.8,0.309,4.512,8.768,241.512,722,9.5357,1,4353
4354,2431,188426.6155,479172.8279,19.138,10.181,4.277,6.559,10.31,13.209,16.187,17.104,0.4201,5.791,10.042,316.797,352,7.6737,1,4354
4355,2424,188637.5454,479169.7225,11.457,7.888,1.364,7.179,8.068,8.78,9.387,9.791,0.1729,4.892,8.725,239.141,345,10.1363,1,4355
4356,1482,188647.1778,479170.2936,15.894,7.783,1.595,7.139,8.018,8.752,9.361,9.691,0.2049,4.598,8.691,237.297,5,6.2453,1,4356
4357,5429,188263.0958,479164.0164,13.231,9.079,1.478,8.038,9.12,10.137,10.907,11.312,0.1628,5.485,9.342,274.181,822,19.8008,1,4357
4358,4288,188190.7121,479166.2761,13.112,10.433,1.052,9.722,10.439,11.157,11.739,12.104,0.1008,4.508,7.164,161.237,2056,26.5944,1,4358
4359,6012,188590.9352,479159.1459,10.059,6.46,1.362,5.656,6.558,7.38,8.112,8.561,0.2109,7.408,12.784,513.422,660,11.7097,1,4359
4360,3238,188764.5558,479166.9417,12.103,6.135,1.815,4.928,6.226,7.299,8.334,9.074,0.2959,4.983,8.091,205.652,101,15.7451,1,4360
4361,3241,188931.5232,479168.0122,18.696,11.097,4.318,7.769,10.919,15.02,16.677,17.261,0.3891,4.17,7.646,183.685,837,17.6443,1,4361
4362,6942,188205.4552,479161.7227,13.184,9.575,1.46,8.73,9.679,10.55,11.334,11.77,0.1525,6.622,11.687,429.095,1737,16.1783,1,4362
4363,6832,188213.5168,479168.7929,13.791,9.984,1.423,9.135,10.007,10.977,11.667,12.139,0.1426,6.191,10.715,360.668,1611,18.9426,1,4363
4364,2713,188997.8774,479165.4137,21.986,17.303,2.209,16.24,17.494,18.934,19.8,20.264,0.1277,5.413,9.157,263.434,1267,10.2986,1,4364
4365,2933,188328.9102,479163.9769,14.192,9.871,1.789,8.788,10.222,11.169,11.801,12.275,0.1812,4.992,8.597,232.203,588,12.6312,1,4365
4366,1874,188753.9922,479163.7433,11.947,8.554,1.473,7.508,8.668,9.645,10.423,10.802,0.1722,4.033,6.454,130.846,522,14.3222,1,4366
4367,9125,187999.8444,479167.3756,20.632,15.154,2.47,13.83,15.506,16.911,17.903,18.503,0.163,6.492,10.864,370.762,2832,24.6115,1,4367
4368,8842,188013.5159,479164.6722,20.417,13.049,3.889,10.511,13.988,15.859,17.497,18.399,0.298,6.378,10.85,369.822,1922,23.9088,1,4368
4369,4164,188912.2725,479159.7667,24.699,15.627,4.914,12.286,15.962,19.732,21.781,22.736,0.3145,8.922,16.75,881.384,1034,4.7244,1,4369
4370,3362,188580.1748,479160.0205,10.488,6.665,1.398,5.814,6.745,7.558,8.38,8.962,0.2097,5.807,10.337,335.674,334,10.0157,1,4370
4371,7530,188135.394,479166.5077,16.128,7.768,3.528,4.739,7.418,10.488,12.781,13.966,0.4542,6.178,11.733,432.489,704,17.4109,1,4371
4372,3288,188345.1075,479161.7514,14.491,9.257,2.429,7.668,9.772,10.99,11.962,12.735,0.2624,5.112,8.921,250.047,478,13.1495,1,4372
4373,4062,188520.0013,479158.6575,19.139,9.96,4.763,5.917,9.776,14.04,16.91,17.995,0.4782,5.963,9.58,288.336,692,14.0877,1,4373
4374,5127,188554.9331,479161.0522,12.702,7.999,2.041,6.944,8.404,9.395,10.275,10.739,0.2551,6.332,11.749,433.683,608,11.822,1,4374
4375,5208,188638.705,479157.1021,13.316,7.605,1.86,6.471,7.804,8.894,9.74,10.228,0.2446,6.627,10.617,354.145,167,14.7058,1,4375
4376,2717,188866.1602,479164.1202,26.946,14.101,7.323,6.604,14.691,20.984,23.805,24.977,0.5194,5.134,9.531,285.403,617,9.5199,1,4376
4377,1849,188434.1255,479162.7426,18.636,10.842,4.094,7.896,10.47,14.518,16.308,16.872,0.3776,5.023,9.507,283.96,409,6.5115,1,4377
4378,1719,188451.6868,479160.3733,20.909,13.168,5.018,8.785,15.0,17.37,18.735,19.208,0.3811,3.767,6.164,119.37,569,14.4007,1,4378
4379,9429,188572.1518,479166.0455,11.553,6.722,1.653,5.6,6.827,7.924,8.754,9.261,0.2459,10.127,18.004,1018.309,480,9.2595,1,4379
4380,3083,188655.6449,479160.444,11.287,7.873,1.377,7.038,8.035,8.8,9.433,9.829,0.1749,6.027,12.509,491.568,583,6.2718,1,4380
4381,7705,188145.1223,479163.2132,23.15,9.073,4.804,6.089,8.222,9.785,18.99,21.294,0.5295,7.201,13.016,532.274,806,14.4756,1,4381
4382,6056,188301.821,479159.2485,19.234,9.522,3.931,6.377,9.837,11.988,14.762,16.743,0.4128,7.569,12.454,487.235,529,12.4293,1,4382
4383,4156,188960.3202,479157.8785,20.591,13.161,3.244,11.542,13.625,15.313,16.902,17.651,0.2465,6.247,9.731,297.504,565,13.9696,1,4383
4384,6097,188043.2668,479159.6554,11.363,5.854,1.901,4.447,5.782,7.166,8.405,9.154,0.3248,5.27,8.583,231.456,329,26.3419,1,4384
4385,5375,188107.4681,479157.1366,21.112,8.331,4.757,5.7,7.048,8.72,18.083,19.89,0.571,4.877,8.517,227.893,678,23.5856,1,4385
4386,8659,188161.8354,479159.6348,13.387,9.71,1.502,8.826,9.827,10.73,11.541,11.951,0.1547,6.43,10.4,339.804,2213,25.4824,1,4386
4387,3359,188221.5992,479159.15,11.723,8.35,1.288,7.453,8.408,9.243,10.0,10.396,0.1543,4.208,7.253,165.246,707,20.3273,1,4387
4388,2828,188230.305,479159.9325,11.71,8.294,1.581,7.378,8.49,9.344,10.108,10.531,0.1906,3.523,5.956,111.437,695,25.3775,1,4388
4389,8157,188278.33,479154.6696,13.77,7.899,2.359,6.296,8.288,9.607,10.674,11.223,0.2986,8.431,14.672,676.27,536,12.0618,1,4389
4390,1280,188421.2363,479159.5366,20.657,14.125,4.106,11.744,14.769,17.384,18.81,19.522,0.2907,4.009,6.445,130.484,432,9.8096,1,4390
4391,2583,188500.884,479161.1445,23.357,13.706,5.027,9.866,14.975,17.824,19.483,20.468,0.3668,5.482,10.388,338.991,413,7.6197,1,4391
4392,15088,188180.7639,479152.6812,13.843,9.26,1.857,8.331,9.532,10.517,11.3,11.757,0.2006,8.422,13.618,582.589,2084,25.8982,1,4392
4393,9785,188613.0311,479153.5402,11.023,6.705,1.399,5.879,6.767,7.631,8.446,8.883,0.2087,9.686,15.996,803.893,544,12.172,1,4393
4394,10527,188810.151,479168.4829,17.231,5.731,2.322,4.058,5.483,6.902,8.29,10.101,0.405,9.478,16.043,808.58,109,13.0191,1,4394
4395,2304,189012.0288,479157.2336,21.177,16.086,2.303,14.903,16.356,17.427,18.594,19.038,0.1432,4.731,7.982,200.182,802,11.5095,1,4395
4396,15128,188061.553,479154.2171,12.035,6.983,1.92,5.524,6.978,8.523,9.472,10.027,0.2749,9.161,16.01,805.288,1287,18.7858,1,4396
4397,3397,188366.3937,479157.8701,13.193,8.829,2.125,7.577,9.202,10.295,11.195,11.679,0.2406,5.084,8.419,222.683,661,15.2549,1,4397
4398,1642,188402.0224,479156.9469,19.366,10.598,4.553,6.545,11.102,13.827,16.544,17.933,0.4296,4.631,9.01,255.007,266,6.439,1,4398
4399,3773,188000.3857,479154.2115,21.021,14.988,2.72,13.146,15.083,16.811,18.487,19.227,0.1815,3.882,6.446,130.539,942,28.9033,1,4399
4400,7710,188197.4031,479151.5047,13.679,8.652,2.161,7.585,9.192,10.118,10.885,11.32,0.2497,6.116,10.092,319.986,701,24.0948,1,4400
4401,2022,188324.7552,479156.8259,14.501,9.943,2.257,8.458,10.213,11.638,12.563,13.117,0.227,4.412,7.823,192.257,520,10.5172,1,4401
4402,2280,188875.6902,479153.2198,26.008,13.733,6.364,7.468,14.032,19.21,22.895,23.821,0.4634,5.552,9.214,266.717,412,8.5484,1,4402
4403,3749,188982.0213,479159.277,20.845,16.201,1.959,15.015,16.221,17.526,18.669,19.217,0.1209,6.454,11.381,406.9,1596,9.2136,1,4403
4404,9242,187986.8617,479156.8612,21.14,14.947,2.787,13.401,15.077,17.143,18.186,18.808,0.1865,6.691,11.145,390.237,2556,23.683,1,4404
4405,6019,188741.4345,479153.7689,16.738,7.504,2.983,5.154,7.558,9.228,10.631,13.426,0.3975,7.863,14.24,637.024,308,9.4486,1,4405
4406,1503,188999.605,479153.9865,21.045,16.45,2.367,15.708,16.616,17.901,18.663,19.334,0.1439,3.99,6.083,116.24,665,12.9301,1,4406
4407,6965,188239.315,479153.825,12.572,7.832,2.255,6.118,8.255,9.561,10.478,10.96,0.288,5.546,8.902,248.957,1138,27.9767,1,4407
4408,8776,188085.1569,479153.4802,12.11,7.509,1.696,6.522,7.584,8.686,9.601,10.183,0.2259,6.794,11.411,409.08,811,21.453,1,4408
4409,4273,188074.154,479152.969,12.0,7.863,2.025,6.994,8.227,9.264,10.144,10.664,0.2576,4.752,8.353,219.19,782,19.4945,1,4409
4410,5113,188767.9984,479152.697,11.54,5.904,1.9,4.535,5.814,7.12,8.477,9.236,0.3217,6.5,11.299,401.079,258,12.7481,1,4410
4411,5008,188848.8811,479154.2451,25.566,9.534,6.529,4.778,6.262,14.653,20.781,22.545,0.6848,6.914,11.837,440.158,551,11.3777,1,4411
4412,938,188410.5418,479152.9066,19.022,11.132,3.808,7.875,11.494,13.739,16.006,17.045,0.3421,2.268,4.268,57.218,152,16.3935,1,4412
4413,7264,188930.1795,479149.0479,22.22,13.891,4.686,10.542,14.746,17.409,19.78,20.851,0.3374,7.432,13.06,535.845,1617,13.5562,1,4413
4414,11099,188389.9247,479165.1499,22.007,9.697,4.537,6.526,8.665,12.038,17.386,18.788,0.4679,12.978,21.661,1473.984,1016,7.5299,1,4414
4415,1990,188441.3903,479151.5351,21.188,11.568,5.385,6.639,12.186,16.234,18.457,19.476,0.4655,4.551,8.402,221.781,387,8.9728,1,4415
4416,9534,188664.2434,479151.7063,13.921,6.846,1.427,6.101,6.961,7.719,8.44,8.914,0.2084,9.947,18.092,1028.352,40,9.2711,1,4416
4417,5611,188810.9717,479151.7011,10.218,5.918,1.792,4.64,6.056,7.226,8.217,8.736,0.3028,8.812,16.663,872.245,590,6.4328,1,4417
4418,8179,188256.7812,479151.2981,12.094,7.889,1.711,6.797,8.046,9.052,9.959,10.57,0.2169,6.337,10.608,353.504,1148,23.1369,1,4418
4419,1309,188426.7789,479151.2715,17.869,10.819,4.078,7.539,10.948,14.623,16.086,16.692,0.3769,3.345,5.803,105.801,353,12.3723,1,4419
4420,2108,188315.3617,479152.5312,16.046,10.947,2.138,9.781,11.218,12.469,13.368,13.799,0.1953,4.31,7.408,172.395,399,12.2277,1,4420
4421,5304,188227.7732,479147.8812,11.269,7.454,1.488,6.49,7.542,8.484,9.332,9.762,0.1997,4.954,8.706,238.132,821,22.2733,1,4421
4422,2260,188455.1316,479148.1397,21.567,13.05,5.445,7.88,14.417,18.036,19.489,20.092,0.4173,4.68,8.443,223.965,700,10.0909,1,4422
4423,6276,188095.1148,479149.7024,11.291,7.378,1.418,6.535,7.442,8.381,9.128,9.527,0.1922,6.459,12.149,463.683,721,13.5351,1,4423
4424,3481,188347.2344,479150.2094,14.32,9.922,1.935,8.854,10.101,11.193,12.229,12.63,0.195,5.209,8.333,218.134,762,15.9581,1,4424
4425,2427,188505.7304,479149.108,20.437,12.688,4.876,9.876,14.007,16.432,18.068,18.73,0.3843,3.393,5.586,98.019,632,24.7604,1,4425
4426,5944,188686.1866,479150.3074,11.441,6.477,1.683,5.412,6.528,7.621,8.577,9.165,0.2598,7.375,12.059,456.869,309,13.0103,1,4426
4427,8734,188159.6395,479147.3935,13.14,8.247,1.91,6.946,8.574,9.692,10.474,10.92,0.2317,7.021,12.135,462.613,814,18.8797,1,4427
4428,6556,188891.1463,479152.7702,20.718,10.08,2.858,8.33,10.039,11.635,13.625,15.119,0.2835,8.169,13.749,593.837,171,11.0401,1,4428
4429,2635,188359.9594,479150.0547,14.263,10.607,1.92,9.447,11.018,11.97,12.714,13.095,0.181,4.74,8.447,224.139,1004,11.7561,1,4429
4430,4824,188134.5398,479148.916,10.415,6.624,1.731,5.282,6.888,7.93,8.69,9.146,0.2614,4.838,7.583,180.649,796,26.7037,1,4430
4431,2642,188336.7486,479148.2851,13.202,9.714,2.224,8.795,10.265,11.187,11.905,12.295,0.2289,5.041,8.327,217.832,1126,12.1286,1,4431
4432,4417,188535.5232,479144.6859,20.618,11.689,5.12,7.539,12.056,16.022,18.6,19.106,0.438,6.82,13.841,601.822,1015,7.3394,1,4432
4433,1489,188548.9561,479147.9565,19.48,10.608,5.682,5.34,9.996,16.014,18.013,18.589,0.5356,3.529,6.635,138.308,443,10.7658,1,4433
4434,6967,188009.52,479145.6712,19.886,12.58,3.883,10.27,13.255,15.467,16.84,17.795,0.3087,5.64,10.592,352.424,1361,19.7688,1,4434
4435,6891,188213.6107,479145.1858,11.1,7.222,1.842,6.083,7.425,8.584,9.421,9.908,0.255,5.941,9.965,311.986,1310,22.0875,1,4435
4436,2801,188468.2123,479145.7114,20.692,11.198,4.872,7.91,10.699,15.356,17.605,18.842,0.4351,4.536,8.687,237.078,454,11.8147,1,4436
4437,4756,188743.6326,479143.2857,10.958,6.769,1.8,5.596,7.1,8.072,8.809,9.288,0.2659,8.344,15.02,708.709,516,6.7108,1,4437
4438,1222,188372.0127,479146.4659,19.669,11.879,4.641,7.767,12.435,16.106,17.945,18.308,0.3906,3.489,6.536,134.186,322,9.1067,1,4438
4439,2408,188980.5838,479146.9741,21.82,15.22,3.727,14.323,16.321,17.489,18.334,18.772,0.2449,4.839,8.123,207.284,632,11.6169,1,4439
4440,3352,188841.5243,479144.4723,11.993,6.202,2.13,4.689,6.228,7.648,9.055,9.816,0.3434,5.827,11.105,387.432,213,8.6518,1,4440
4441,2793,188309.5666,479143.6354,15.113,10.561,2.84,9.61,11.478,12.423,13.202,13.601,0.2689,5.364,9.303,271.901,945,10.2721,1,4441
4442,4628,188324.0909,479142.7431,16.389,11.445,1.573,10.586,11.523,12.495,13.22,13.752,0.1375,6.687,11.975,450.529,533,10.2724,1,4442
4443,14231,188040.0791,479143.0492,12.646,6.78,2.366,4.84,6.783,8.658,9.972,10.571,0.349,9.205,17.589,971.968,1249,14.6414,1,4443
4444,5975,188106.4937,479144.2374,12.449,8.897,1.685,7.863,9.198,10.102,10.833,11.183,0.1894,5.45,8.776,241.987,1752,24.6914,1,4444
4445,1500,188494.5741,479143.3505,19.839,12.062,4.429,8.71,13.069,15.488,17.237,18.186,0.3672,3.427,6.273,123.605,323,12.1355,1,4445
4446,1203,188418.3396,479143.2749,17.722,11.474,4.177,8.204,11.913,15.164,16.675,16.992,0.364,3.032,5.455,93.492,396,12.8674,1,4446
4447,9473,188121.4704,479144.4088,13.92,8.689,2.173,7.364,8.995,10.235,11.209,11.755,0.2501,6.951,11.89,444.164,1018,21.3277,1,4447
4448,3510,188969.579,479138.4639,22.845,14.87,3.287,13.42,15.282,16.99,18.373,18.917,0.221,6.408,12.451,487.031,385,7.2069,1,4448
4449,2244,188390.2512,479141.8709,18.564,8.54,4.256,4.821,7.879,11.933,14.875,16.62,0.4983,3.176,5.288,87.834,225,25.5483,1,4449
4450,1391,188862.7363,479142.6531,23.993,11.781,5.507,6.592,12.674,15.886,18.218,21.069,0.4674,4.478,7.593,181.137,115,7.6793,1,4450
4451,6844,189002.017,479141.0554,22.537,16.598,2.249,15.379,16.873,17.952,18.895,19.598,0.1355,9.82,16.37,841.848,1576,8.1297,1,4451
4452,3074,188144.0626,479143.0878,10.183,6.649,1.558,5.442,6.858,7.835,8.585,8.997,0.2343,3.897,6.814,145.873,542,21.0731,1,4452
4453,4683,188360.9712,479138.7604,14.618,10.494,2.008,9.475,10.939,11.876,12.613,13.123,0.1913,7.081,12.257,471.989,1411,9.9219,1,4453
4454,4088,188881.6131,479136.501,14.687,8.68,2.391,7.448,8.947,10.344,11.41,11.925,0.2755,6.577,10.47,344.394,267,11.8701,1,4454
4455,4293,188958.6584,479137.7365,22.752,14.74,3.964,12.524,15.003,17.366,19.778,21.008,0.2689,7.042,12.331,477.674,858,8.9873,1,4455
4456,1949,188379.5885,479139.8015,18.176,8.192,2.54,6.491,8.433,10.057,11.281,11.589,0.31,3.426,5.907,109.629,14,17.7781,1,4456
4457,5238,188249.6322,479141.6812,11.315,7.269,1.711,6.354,7.544,8.413,9.29,9.752,0.2354,4.993,8.558,230.115,667,22.7626,1,4457
4458,1571,188408.9482,479140.2029,20.586,12.917,4.177,10.32,13.313,15.747,18.15,18.889,0.3233,3.899,6.603,136.977,314,11.469,1,4458
4459,2567,188676.5423,479137.9896,11.521,7.224,1.885,6.177,7.37,8.457,9.397,10.157,0.261,4.807,7.679,185.26,309,13.8562,1,4459
4460,9437,188713.9037,479143.0523,10.925,5.967,1.805,4.662,5.979,7.323,8.293,8.874,0.3024,10.47,17.879,1004.28,556,9.3968,1,4460
4461,4568,188831.8941,479139.4666,10.738,6.688,1.729,5.651,6.877,7.994,8.778,9.177,0.2585,6.787,12.068,457.515,571,9.9844,1,4461
4462,1767,188583.9449,479143.073,19.444,9.684,5.397,4.314,9.715,15.054,16.975,17.4,0.5573,5.434,8.643,234.666,371,7.5298,1,4462
4463,9148,188080.3675,479136.0246,11.452,6.587,1.791,5.302,6.799,7.884,8.784,9.288,0.272,6.782,11.55,419.113,549,21.8271,1,4463
4464,6376,188573.2454,479133.3114,20.607,10.528,4.648,6.735,9.911,14.4,17.36,18.458,0.4415,11.01,20.731,1350.121,865,4.7225,1,4464
4465,3610,188763.2671,479137.9301,11.83,6.3,2.001,4.83,6.246,7.737,8.997,9.616,0.3176,5.203,8.53,228.591,232,15.7924,1,4465
4466,4247,188156.3051,479137.1529,11.963,7.646,1.628,6.631,7.763,8.742,9.724,10.227,0.2129,4.314,7.231,164.253,494,25.8564,1,4466
4467,4547,188286.0632,479140.4664,17.82,8.76,2.679,7.036,9.049,10.767,11.78,12.67,0.3058,6.604,10.979,378.683,59,12.0074,1,4467
4468,2098,188548.9655,479137.2354,21.083,12.635,5.249,7.553,13.739,17.375,18.873,19.358,0.4154,5.44,9.71,296.191,652,7.0833,1,4468
4469,4263,188617.4823,479138.2214,19.025,6.945,2.95,5.346,6.506,7.831,9.258,14.483,0.4248,6.209,10.098,320.345,206,13.3075,1,4469
4470,2073,188808.8624,479138.3296,12.481,8.108,1.849,6.879,8.294,9.478,10.373,10.867,0.228,4.268,7.623,182.563,324,11.355,1,4470
4471,5601,188262.5196,479135.6487,11.779,7.385,1.761,6.089,7.632,8.671,9.447,10.031,0.2384,5.381,8.796,243.048,574,23.0448,1,4471
4472,8969,187994.8518,479137.4575,22.099,15.06,2.701,13.731,15.443,16.859,17.982,18.732,0.1793,6.156,9.849,304.741,1129,29.4316,1,4472
4473,4099,188299.5823,479135.7652,14.61,10.789,1.967,10.022,11.237,11.997,12.738,13.126,0.1823,6.364,10.477,344.841,1372,11.8866,1,4473
4474,6409,188436.1767,479134.1986,26.968,13.821,6.334,8.242,13.392,19.006,22.538,23.997,0.4583,7.16,12.359,479.863,943,13.3559,1,4474
4475,7457,188638.5542,479140.0636,11.703,7.384,1.377,6.706,7.495,8.268,8.946,9.418,0.1865,8.101,14.138,627.918,411,11.8758,1,4475
4476,1236,188979.7362,479133.0098,19.576,15.049,3.24,14.494,15.606,16.855,17.999,18.552,0.2153,3.931,6.334,126.059,600,9.8049,1,4476
4477,3400,188145.5436,479133.2503,11.934,7.835,1.817,6.752,7.846,9.092,10.115,10.869,0.2319,3.918,6.532,134.049,590,25.3638,1,4477
4478,3683,188330.6001,479131.7526,15.267,10.454,2.019,9.478,10.81,11.726,12.531,13.099,0.1931,5.622,9.062,257.993,555,14.2756,1,4478
4479,2102,188592.1629,479134.7617,19.276,11.423,5.184,6.408,12.879,16.069,17.371,18.048,0.4538,6.036,10.805,366.802,655,5.7306,1,4479
